source,split,image_path,filename,true_style,true_label,type,predicted_style,predicted_label,top_confidence,second_style,second_confidence,confidence_margin,loss,correct,prob_formal,prob_gothic,prob_sporty,prob_streetwear,wrong_prediction,high_loss,low_margin,low_confidence,boundary_pair,candidate_for_manual_review
real_world_test,real_world_test,..\dataset\real_world_test\gothic\tshirt\gothic_tshirt_rw_004.png,gothic_tshirt_rw_004.png,gothic,1,tshirt,streetwear,3,0.536688506603241,formal,0.3167276978492737,0.21996080875396729,3.9653024673461914,False,0.3167277,0.018962298,0.12762149,0.5366885,True,True,False,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\gothic\tshirt\gothic_tshirt_rw_002.png,gothic_tshirt_rw_002.png,gothic,1,tshirt,streetwear,3,0.8214603066444397,formal,0.08306724578142166,0.738393060863018,3.8245694637298584,False,0.083067246,0.021827832,0.07364458,0.8214603,True,True,False,False,True,True
real_world_test,real_world_test,..\dataset\real_world_test\sporty\pants\sporty_pants_rw_005.png,sporty_pants_rw_005.png,sporty,2,pants,streetwear,3,0.8391717076301575,formal,0.11491771787405014,0.7242539897561073,3.145659923553467,False,0.11491772,0.0028720244,0.043038514,0.8391717,True,True,False,False,True,True
real_world_test,real_world_test,..\dataset\real_world_test\sporty\pants\sporty_pants_rw_003.png,sporty_pants_rw_003.png,sporty,2,pants,formal,0,0.8213121294975281,streetwear,0.10581620782613754,0.7154959216713905,3.0887136459350586,False,0.8213121,0.027311135,0.04556052,0.10581621,True,True,False,False,True,True
real_world_test,real_world_test,..\dataset\real_world_test\gothic\jacket\gothic_jacket_rw_003.png,gothic_jacket_rw_003.png,gothic,1,jacket,formal,0,0.3559640049934387,streetwear,0.3232317566871643,0.032732248306274414,2.4620747566223145,False,0.355964,0.08525788,0.2355464,0.32323176,True,True,True,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\gothic\tshirt\gothic_tshirt_rw_001.png,gothic_tshirt_rw_001.png,gothic,1,tshirt,streetwear,3,0.7281699776649475,sporty,0.11568740755319595,0.6124825701117516,2.345348834991455,False,0.06032889,0.095813766,0.11568741,0.72817,True,True,False,False,True,True
real_world_test,real_world_test,..\dataset\real_world_test\sporty\jacket\sporty_jacket_rw_003.png,sporty_jacket_rw_003.png,sporty,2,jacket,formal,0,0.5144026875495911,streetwear,0.22377192974090576,0.2906307578086853,2.2167739868164062,False,0.5144027,0.15286537,0.108960055,0.22377193,True,True,False,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\sporty\shoes\sporty_shoes_rw_003.png,sporty_shoes_rw_003.png,sporty,2,shoes,streetwear,3,0.7551973462104797,formal,0.11940507590770721,0.6357922703027725,2.157689094543457,False,0.119405076,0.009805617,0.11559194,0.75519735,True,True,False,False,True,True
real_world_test,real_world_test,..\dataset\real_world_test\gothic\tshirt\gothic_tshirt_rw_003.png,gothic_tshirt_rw_003.png,gothic,1,tshirt,sporty,2,0.5030335783958435,streetwear,0.321514755487442,0.1815188229084015,2.010164260864258,False,0.04148497,0.13396668,0.5030336,0.32151476,True,True,True,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\formal\tshirt\formal_tshirt_rw_005.png,formal_tshirt_rw_005.png,formal,0,tshirt,sporty,2,0.5262129306793213,streetwear,0.2937454581260681,0.23246747255325317,1.9030780792236328,False,0.14910893,0.030932691,0.52621293,0.29374546,True,True,False,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\sporty\jacket\sporty_jacket_rw_002.png,sporty_jacket_rw_002.png,sporty,2,jacket,streetwear,3,0.41041722893714905,formal,0.38457590341567993,0.025841325521469116,1.6809475421905518,False,0.3845759,0.01880931,0.18619747,0.41041723,True,True,True,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\gothic\shoes\gothic_shoes_rw_002.png,gothic_shoes_rw_002.png,gothic,1,shoes,streetwear,3,0.6916472911834717,gothic,0.19419048726558685,0.4974568039178848,1.6389156579971313,False,0.017362509,0.19419049,0.09679979,0.6916473,True,True,False,False,True,True
real_world_test,real_world_test,..\dataset\real_world_test\streetwear\pants\streetwear_pants_rw_003.png,streetwear_pants_rw_003.png,streetwear,3,pants,formal,0,0.5758457779884338,streetwear,0.28065189719200134,0.2951938807964325,1.270640254020691,False,0.5758458,0.055754047,0.0877483,0.2806519,True,True,False,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\formal\tshirt\formal_tshirt_rw_002.png,formal_tshirt_rw_002.png,formal,0,tshirt,streetwear,3,0.4295332431793213,formal,0.28844788670539856,0.14108535647392273,1.2432409524917603,False,0.2884479,0.034695357,0.2473235,0.42953324,True,True,True,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\sporty\pants\sporty_pants_rw_002.png,sporty_pants_rw_002.png,sporty,2,pants,sporty,2,0.2893950641155243,gothic,0.26883426308631897,0.020560801029205322,1.2399625778198242,True,0.17393713,0.26883426,0.28939506,0.2678335,False,True,True,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\sporty\tshirt\sporty_tshirt_rw_003.png,sporty_tshirt_rw_003.png,sporty,2,tshirt,streetwear,3,0.34644338488578796,sporty,0.2954302132129669,0.051013171672821045,1.219322681427002,False,0.27145422,0.086672224,0.2954302,0.34644338,True,True,True,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\streetwear\shoes\streetwear_shoes_rw_002.png,streetwear_shoes_rw_002.png,streetwear,3,shoes,sporty,2,0.6223966479301453,streetwear,0.30186787247657776,0.3205287754535675,1.197765827178955,False,0.06245903,0.013276474,0.62239665,0.30186787,True,True,False,False,True,True
real_world_test,real_world_test,..\dataset\real_world_test\formal\tshirt\formal_tshirt_rw_003.png,formal_tshirt_rw_003.png,formal,0,tshirt,streetwear,3,0.37669333815574646,formal,0.3058774769306183,0.07081586122512817,1.1845707893371582,False,0.30587748,0.026724882,0.2907043,0.37669334,True,True,True,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\formal\jacket\formal_jacket_rw_003.png,formal_jacket_rw_003.png,formal,0,jacket,streetwear,3,0.33844754099845886,formal,0.3319202661514282,0.00652727484703064,1.102860450744629,False,0.33192027,0.18821211,0.1414201,0.33844754,True,True,True,True,True,True
real_world_test,real_world_test,..\dataset\real_world_test\gothic\pants\gothic_pants_rw_003.png,gothic_pants_rw_003.png,gothic,1,pants,gothic,1,0.3448074162006378,streetwear,0.3030298054218292,0.041777610778808594,1.0647692680358887,True,0.22608943,0.34480742,0.12607336,0.3030298,False,True,True,True,True,True
